Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Cluster_1,Cluster_2,Action_Label
-0.0015966759528964,0.0129688624292612,0.0025737639516592,0.0069184456951916,0.0905071049928665,0.0048584109172225,0.3449427187442779,4.097871780395508,-0.0003824251180049,0.1934744864702224,0.0096429241821169,0.0215315856039524,0.1889018267393112,0.0441621914505958,0.0223372690379619,0.3289654850959778,0,1,7
0.0670054107904434,0.1110293939709663,-0.0026872048620134,0.056097138673067,0.0104965046048164,-0.0100993830710649,0.3969673812389374,2.1448445320129395,-0.001047397381626,0.6365448832511902,0.0116165773943066,0.1500550806522369,0.0428249798715114,-0.7720438241958618,0.0280560087412595,0.1077620163559913,0,2,9
0.1681329607963562,0.2055738866329193,-0.0020156688988208,0.0466970242559909,-0.8506912589073181,-0.0076044262386858,0.3346083164215088,3.0868630409240723,-0.0012890404323115,1.0876424312591553,0.0098524754866957,0.2021140605211258,0.1543611139059066,-0.7949743866920471,-0.0275741573423147,-1.4994646310806274,0,3,9
0.2513986229896545,0.1151901856064796,-0.0004588086740113,0.0610540062189102,-1.7655024528503418,0.0071909767575562,0.4194664359092712,2.6114072799682617,-0.0009227131376974,1.4584486484527588,0.0214345213025808,0.111256718635559,0.2207645028829574,-0.5199544429779053,-0.0040280455723404,-0.4514723122119903,0,4,9
0.1726953387260437,0.0728141367435455,0.0010321835288777,0.1262512803077697,2.3013365268707275,0.0921121835708618,0.1153914555907249,4.472524642944336,-4.164066558587365e-05,0.8360209465026855,-0.0218192432075738,0.3146169781684875,0.6364696025848389,0.3476860821247101,-0.0359000377357006,-1.448580622673035,0,5,2
0.1173761785030365,0.1442242860794067,-0.0019525208044797,0.0320683680474758,-2.1908669471740723,0.0021795332431793,0.3139830231666565,2.340528011322021,7.087473932188004e-05,0.3033473193645477,0.0052356123924255,0.1248896121978759,0.0573932081460952,-0.3843460381031036,-0.0294391587376594,-0.8262608647346497,0,6,9
0.0579668208956718,0.136671558022499,-0.0015257803024724,-0.006859831046313,-2.592816114425659,0.009962560608983,0.3486393094062805,2.7153594493865967,-0.000127026141854,0.6121044158935547,0.0080906199291348,0.1555743962526321,0.1451176702976226,-0.6268851161003113,-0.042837094515562,-1.1265175342559814,0,7,9
-0.0068287122994661,0.0092198187485337,0.0013720106799155,0.0217484533786773,0.1920610666275024,0.0288572460412979,0.3191866278648376,5.2022318840026855,-0.0001761492894729,0.2729402780532837,0.0073542771860957,-0.0350799113512039,0.1345902979373932,-0.0218852702528238,0.0171944871544837,-0.1900100111961364,0,8,7
0.2387664765119552,1.4950850009918213,0.0024034888483583,0.0174657888710498,0.5592437982559204,0.0064172116108238,0.3852699100971222,1.023632287979126,0.0158368851989507,1.7644227743148804,0.0016679445980116,-0.6233504414558411,2.441333770751953,1.6843554973602295,0.0080420542508363,0.1777909100055694,0,9,5
-1.2258139848709106,0.0461775138974189,-0.0024931989610195,0.0548519343137741,0.1120221838355064,-0.009697787463665,-1.055446982383728,1.078113675117493,-0.0001964536204468,0.1398247480392456,-5.679389505530708e-05,-3.044806718826294,0.0418277420103549,-1.0540083646774292,-0.0217989832162857,6.010481834411621,0,10,9
-0.1319572925567627,1.370983004570007,0.0020024548284709,0.0113941682502627,-0.8763353228569031,0.0115706976503133,-0.2100273370742797,0.4736901223659515,0.0001731611409923,1.2885425090789795,0.0049013514071702,-0.0365452505648136,3.5179593563079834,1.265648365020752,-0.0510463304817676,1.8506944179534912,0,11,5
-0.1249660775065422,1.213496446609497,0.0039963461458683,0.0157072860747575,-0.4401012659072876,0.0075826062820851,-0.2667957842350006,0.729649543762207,0.0002135215763701,1.373804807662964,0.0046329339966177,0.0503360517323017,3.444963932037353,1.4321707487106323,-0.051013134419918,1.3605695962905884,0,12,5
0.1517423093318939,0.5812142491340637,-0.0017260081367567,0.0536592155694961,1.5221365690231323,0.0068419557064771,0.4123618900775909,1.3496577739715576,-6.453105015680194e-05,1.634971261024475,0.0048112301155924,-0.2067561149597168,2.291877031326294,0.4679579436779022,-0.0182591937482357,1.3801743984222412,0,13,5
-0.0092445779591798,0.0915909558534622,-0.0015843855217099,0.0648864135146141,0.7789771556854248,-0.009946540929377,0.4076057374477386,1.8317275047302248,-0.0001297120179515,0.4552824199199676,0.0075789745897054,0.1214456707239151,0.0787077620625495,-0.0014786826213821,0.0140098193660378,0.156333714723587,0,14,9
0.0784479156136512,0.0574506744742393,-0.000852711382322,0.0656569302082061,0.6954631805419922,-0.0070242313668131,0.3485066592693329,1.4410018920898438,-0.0001060119611793,0.0475482679903507,0.0055537736043334,0.0859759822487831,0.0511111430823802,0.5815722346305847,0.0233058184385299,0.4685765504837036,0,15,9
0.0533693805336952,-0.0584195107221603,0.0052318461239337,0.0043954369612038,0.2054989635944366,0.0068054664880037,0.3720394968986511,2.8829567432403564,0.0003976533480454,0.1642477214336395,0.0022047345992177,0.0003432042722124,0.1208405792713165,0.0002238818560726,0.0022912460844963,0.5919869542121887,0,16,7
-0.0092445779591798,0.0915909558534622,-0.0015843855217099,0.0648864135146141,0.7789771556854248,-0.009946540929377,0.4076057374477386,1.8317275047302248,-0.0001297120179515,0.4552824199199676,0.0075789745897054,0.1214456707239151,0.0787077620625495,-0.0014786826213821,0.0140098193660378,0.156333714723587,0,17,9
-0.0964327752590179,0.0369538031518459,0.0019410926615819,-0.0004477531183511,0.6922025680541992,-0.1152063012123107,0.3670398592948913,4.495591640472412,0.0002698684693314,-0.4036408364772796,0.0106060234829783,-0.1177116185426712,0.1829158365726471,-0.3289186954498291,0.0604154765605926,-0.1923117935657501,1,2,7
0.0064896419644355,0.0049997279420495,0.0033925410825759,0.006239041686058,0.0610393397510051,0.0028074102010577,0.3757905960083008,4.4536662101745605,-0.0002540445420891,0.2624785900115967,0.0102008478716015,0.0162151176482439,0.1946811825037002,0.0333449617028236,0.0298289787024259,0.047487124800682,1,3,7
-0.1218924447894096,0.0250474791973829,0.0015156269073486,0.0117382993921637,0.5120437145233154,0.026798453181982,0.4006910920143127,4.5389814376831055,-7.648327300557867e-05,0.0453182458877563,0.0110711818560957,0.0445286333560943,0.1588336378335952,-0.0422593504190444,0.0290309842675924,0.3056251108646393,1,4,7
-0.1019515916705131,0.0216415915638208,0.0025442775804549,0.0064910035580396,0.2234252095222473,0.0134029667824506,0.3664126992225647,3.884822845458984,-0.0004123632679693,0.23410364985466,0.0119536528363823,0.024491548538208,0.1970569491386413,0.0570835396647453,-0.0067779538221657,0.4333939552307129,1,5,7
-0.476082980632782,0.0974993482232093,0.0022079474292695,0.0140294712036848,0.4302481114864349,-0.1027699261903762,0.3425962924957275,6.674144744873047,0.0012408414622768,-1.009469747543335,0.0069196345284581,-0.4326082170009613,0.1475478708744049,-0.231829896569252,0.0700355023145675,-1.4073768854141235,1,6,7
0.2142619043588638,-0.4035160541534424,-0.0003841161087621,0.0694155246019363,1.625949740409851,0.0088219391182065,0.4206221103668213,1.4013420343399048,0.0398544445633888,1.8993698358535769,-0.0018332704203203,-0.4778981208801269,1.5869324207305908,2.033454179763794,-0.0847944542765617,1.8991355895996092,1,7,5
-0.166143536567688,-0.2351337522268295,0.0058941687457263,0.0055065415799617,-0.1370905190706253,0.0792717263102531,0.1502375155687332,3.401454448699951,0.000177923895535,-1.1181966066360474,-0.0027797580696642,2.7432360649108887,-1.6482479572296145,-0.0522080399096012,0.0293380338698625,-3.71059775352478,1,8,7
